"PERIODO";"MES";"PAIS_DESTINO";"ARANCEL";"FOB_ITEM_US$";"PESO_BRUTO_KG";"CANTIDAD_MERCANCIA";"UNIDAD_MEDIDA"
"2016";"03";"ALEMANIA";"30064010";36865,00;19,00;9,50;"KN"
"2016";"03";"ALEMANIA";"84742000";5440,84;550,00;3,00;"U"
"2016";"03";"ALEMANIA";"85081900";231,57;40,00;1,00;"U"
"2016";"03";"ALEMANIA";"03019900";37863,40;2340,00;13,00;"KN"
"2016";"03";"ALEMANIA";"85176290";2106,47;7,18;3,00;"U"
"2016";"03";"ALEMANIA";"08119090";209643,00;20800,00;19600,00;"KN"
"2016";"03";"ALEMANIA";"08061039";12991,84;12852,00;11709,60;"KN"
"2016";"03";"ALEMANIA";"12119020";64565,50;14358,00;13940,00;"KN"
"2016";"03";"ALEMANIA";"08112019";105012,20;46080,00;43960,00;"KN"
"2016";"03";"ALEMANIA";"12093090";445070,88;1051,83;938,62;"KN"
"2016";"03";"ALEMANIA";"08104029";10410,68;1476,00;1078,50;"KN"
"2016";"03";"ALEMANIA";"22042999";100800,00;168000,00;168000,00;"LT"
"2016";"03";"ALEMANIA";"20079921";115001,99;81464,21;76206,00;"KN"
"2016";"03";"ALEMANIA";"61099021";2123,11;64,34;610,00;"U"
"2016";"03";"ALEMANIA";"08061059";215060,35;244672,60;204908,60;"KN"
"2016";"03";"ALEMANIA";"84143090";4320,00;290,00;4,00;"U"
"2016";"03";"ALEMANIA";"90119000";2536,39;0,50;0,50;"KN"
"2016";"03";"ALEMANIA";"90322000";496,33;19,00;1,00;"U"
"2016";"03";"ALEMANIA";"90321000";3609,64;14,00;1,00;"U"
"2016";"03";"ALEMANIA";"85318000";146,96;25,00;1,00;"U"
"2016";"03";"ALEMANIA";"84314990";1102,78;61,12;53,28;"KN"
"2016";"03";"ALEMANIA";"08044019";45878,40;25920,00;23040,00;"KN"
"2016";"03";"ALEMANIA";"90303900";10769,23;95,00;4,00;"U"
"2016";"03";"ALEMANIA";"87168090";230,46;60,00;1,00;"U"
"2016";"03";"ALEMANIA";"10079090";230,48;276,00;209,00;"KN"
"2016";"03";"ALEMANIA";"90262010";3000,00;4,29;4,00;"U"
"2016";"03";"ALEMANIA";"90318000";17743,44;246,32;3,00;"U"
"2016";"03";"ALEMANIA";"85049000";16000,00;348,00;320,00;"KN"
"2016";"03";"ALEMANIA";"90181900";26207,20;240,80;2,00;"U"
"2016";"03";"ALEMANIA";"22082090";138058,98;21900,00;25000,00;"LT"
"2016";"03";"ALEMANIA";"22042169";11524,04;3672,67;1823,00;"LT"
"2016";"03";"ALEMANIA";"84821010";832,93;29,56;8,00;"U"
"2016";"03";"ALEMANIA";"90189090";47520,07;395,72;21,00;"U"
"2016";"03";"ALEMANIA";"85366900";71066,43;465,83;358,33;"KN"
"2016";"03";"ALEMANIA";"85044000";8698,93;51,88;5,00;"U"
"2016";"03";"ALEMANIA";"90223000";484292,05;1824,08;13,00;"U"
"2016";"03";"ALEMANIA";"84715000";12545,90;79,70;8,00;"U"
"2016";"03";"ALEMANIA";"84799000";37650,60;1336,00;1027,70;"KN"
"2016";"03";"ALEMANIA";"84822000";2366,37;83,97;3,00;"U"
"2016";"03";"ALEMANIA";"84833020";652,17;23,14;8,00;"U"
"2016";"03";"ALEMANIA";"85114000";3372,80;119,68;2,00;"U"
"2016";"03";"ALEMANIA";"03049943";1466416,58;185754,76;159702,50;"KN"
"2016";"03";"ALEMANIA";"15161011";733534,81;44322,00;40850,00;"KN"
"2016";"03";"ALEMANIA";"84248900";9246,95;57,29;1,00;"U"
"2016";"03";"ALEMANIA";"08061019";922574,11;828355,90;701340,00;"KN"
"2016";"03";"ALEMANIA";"08105090";61698,38;11185,00;7560,00;"KN"
"2016";"03";"ALEMANIA";"22042168";316620,52;156277,53;93987,00;"LT"
"2016";"03";"ALEMANIA";"28480010";131045,10;16600,00;14400,00;"KN"
"2016";"03";"ALEMANIA";"38089319";358723,45;4150,00;3500,00;"KN"
"2016";"03";"ALEMANIA";"02071411";1762165,52;700071,88;657600,00;"KN"
"2016";"03";"ALEMANIA";"82060000";2603,39;24,00;20,00;"KN"
"2016";"03";"ALEMANIA";"08119060";30320,60;27293,90;25210,00;"KN"
"2016";"03";"ALEMANIA";"08102029";154688,00;47936,00;44800,00;"KN"
"2016";"03";"ALEMANIA";"08023210";52640,00;10550,00;10000,00;"KN"
"2016";"03";"ALEMANIA";"73129000";795,18;100,00;22,95;"KN"
"2016";"03";"ALEMANIA";"73269000";221,06;23,00;9,84;"KN"
"2016";"03";"ALEMANIA";"85235200";2354,60;20,45;1,00;"U"
"2016";"03";"ALEMANIA";"12149010";11711,51;18040,00;18000,00;"KN"
"2016";"03";"ALEMANIA";"10051010";308848,32;313208,00;306928,00;"KN"
"2016";"03";"ALEMANIA";"84717012";13,49;0,17;1,00;"U"
"2016";"03";"ALEMANIA";"03031410";46352,63;15015,00;13650,00;"KN"
"2016";"03";"ALEMANIA";"28257010";1548328,15;196827,20;190240,00;"KN"
"2016";"03";"ALEMANIA";"02072790";36159,24;22861,23;21600,00;"KN"
"2016";"03";"ALEMANIA";"22042132";170772,27;87218,65;54270,50;"LT"
"2016";"03";"ALEMANIA";"82032000";654,75;14,30;12,04;"KN"
"2016";"03";"ALEMANIA";"08093010";41355,00;55140,00;45950,00;"KN"
"2016";"03";"ALEMANIA";"08109069";35214,10;4925,80;3798,00;"KN"
"2016";"03";"ALEMANIA";"22042152";3350,46;1570,90;990,00;"LT"
"2016";"03";"ALEMANIA";"08083090";297697,29;394949,50;355349,50;"KN"
"2016";"03";"ALEMANIA";"84369900";923,62;32,77;25,21;"KN"
"2016";"03";"ALEMANIA";"84835000";2464,18;87,44;5,00;"U"
"2016";"03";"ALEMANIA";"85113000";754,78;26,78;6,00;"U"
"2016";"03";"ALEMANIA";"03048120";3424504,37;636954,38;585925,00;"KN"
"2016";"03";"ALEMANIA";"28273930";228795,02;38988,00;38000,00;"KN"
"2016";"03";"ALEMANIA";"90258000";1750,88;72,00;27,00;"U"
"2016";"03";"ALEMANIA";"84254200";58591,15;620,63;5,00;"U"
"2016";"03";"ALEMANIA";"39202010";127226,16;24025,00;21899,02;"KN"
"2016";"03";"ALEMANIA";"03048200";41655,42;8129,00;7390,00;"KN"
"2016";"03";"ALEMANIA";"02109900";55638,73;20767,00;19000,00;"KN"
"2016";"03";"ALEMANIA";"12119019";10735,00;6350,00;6300,00;"KN"
"2016";"03";"ALEMANIA";"22042165";1329,95;161,00;94,50;"LT"
"2016";"03";"ALEMANIA";"85359020";919,77;2,09;1,99;"KN"
"2016";"03";"ALEMANIA";"02044210";72774,57;11981,74;11075,24;"KN"
"2016";"03";"ALEMANIA";"10041000";37867,67;48040,00;48000,00;"KN"
"2016";"03";"ALEMANIA";"22042154";7496,92;2268,50;1350,00;"LT"
"2016";"03";"ALEMANIA";"08133090";9412,40;2201,00;1950,00;"KN"
"2016";"03";"ALEMANIA";"08062010";73050,85;42930,00;41000,00;"KN"
"2016";"03";"ALEMANIA";"84149000";1111,77;39,45;30,35;"KN"
"2016";"03";"ALEMANIA";"84811000";2907,26;103,16;79,36;"KN"
"2016";"03";"ALEMANIA";"85115000";1962,03;69,62;3,00;"U"
"2016";"03";"ALEMANIA";"90261090";1605,87;56,98;4,00;"U"
"2016";"03";"ALEMANIA";"74031100";1813729,93;401650,00;401230,00;"KN"
"2016";"03";"ALEMANIA";"44111400";117322,00;159555,00;153001,00;"KN"
"2016";"03";"ALEMANIA";"20098990";40745,00;23104,80;20082,40;"KN"
"2016";"03";"ALEMANIA";"84144090";7492,21;49,11;1,00;"U"
"2016";"03";"ALEMANIA";"10059010";17990,41;31315,20;28389,06;"KN"
"2016";"03";"ALEMANIA";"84818091";1854,32;65,80;50,61;"KN"
"2016";"03";"ALEMANIA";"85364110";2305,40;81,81;62,93;"KN"
"2016";"03";"ALEMANIA";"87089990";4835,60;171,59;131,99;"KN"
"2016";"03";"ALEMANIA";"90328900";8743,47;310,26;9,00;"U"
"2016";"03";"ALEMANIA";"08119019";69384,00;25736,00;24780,00;"KN"
"2016";"03";"ALEMANIA";"08081029";222877,93;311787,30;293231,70;"KN"
"2016";"03";"ALEMANIA";"02013000";268684,20;27013,25;25003,75;"KN"
"2016";"03";"ALEMANIA";"12119089";10089,90;4519,80;4500,00;"KN"
"2016";"03";"ALEMANIA";"08109099";99824,00;14158,00;10440,00;"KN"
"2016";"03";"ALEMANIA";"00259900";462594,81;0,00;0,00;"KN"
"2016";"03";"ALEMANIA";"04090090";2028480,73;724623,70;689469,60;"KN"
"2016";"03";"ALEMANIA";"12091000";402967,24;56819,00;54999,00;"KN"
"2016";"03";"ALEMANIA";"85319000";20439,24;177,54;136,56;"KN"
"2016";"03";"ALEMANIA";"12119050";125058,00;32128,00;32000,00;"KN"
"2016";"03";"ALEMANIA";"90279000";5175,65;20,00;2,20;"KN"
"2016";"03";"ALEMANIA";"84137000";2684,24;150,00;1,00;"U"
"2016";"03";"ALEMANIA";"90291000";5752,57;30,00;1,00;"U"
"2016";"03";"ALEMANIA";"22042170";118432,74;55840,72;33655,50;"LT"
"2016";"03";"ALEMANIA";"08083030";428638,12;604420,40;540668,10;"KN"
"2016";"03";"ALEMANIA";"08081021";23343,63;22344,00;21168,00;"KN"
"2016";"03";"ALEMANIA";"84718090";91,57;1,13;1,00;"U"
"2016";"03";"ALEMANIA";"85361010";1,02;0,01;7,7e-03;"KN"
"2016";"03";"ALEMANIA";"90308900";22708,00;281,18;2,00;"U"
"2016";"03";"ALEMANIA";"32141000";9,98;0,12;0,09;"KN"
"2016";"03";"ALEMANIA";"90178000";2000,00;5,77;1,00;"U"
"2016";"03";"ALEMANIA";"16052911";230000,00;19500,00;18000,00;"KN"
"2016";"03";"ALEMANIA";"84279000";337,34;60,00;1,00;"U"
"2016";"03";"ALEMANIA";"02032930";712268,71;201468,17;185145,00;"KN"
"2016";"03";"ALEMANIA";"68109900";4477,77;300,00;280,00;"KN"
"2016";"03";"ALEMANIA";"22042156";30962,61;8229,35;4338,00;"LT"
"2016";"03";"ALEMANIA";"47032910";3254493,58;6594308,00;6495122,00;"KN"
"2016";"03";"ALEMANIA";"08134059";62151,40;3326,89;3075,00;"KN"
"2016";"03";"ALEMANIA";"85285119";2125,68;5,98;1,00;"U"
"2016";"03";"ALEMANIA";"02044220";355475,57;56661,32;53424,40;"KN"
"2016";"03";"ALEMANIA";"85311010";805,31;6,09;1,00;"U"
"2016";"03";"ALEMANIA";"85365000";68394,70;211,11;140,85;"KN"
"2016";"03";"ALEMANIA";"22042199";2674,24;513,47;294,00;"LT"
"2016";"03";"ALEMANIA";"10051090";117750,00;98,50;78,50;"KN"
"2016";"03";"ALEMANIA";"85011000";5472,87;38,52;12,00;"U"
"2016";"03";"ALEMANIA";"22042141";291956,13;117812,67;70798,50;"LT"
"2016";"03";"ALEMANIA";"85079000";1267,23;9,59;7,37;"KN"
"2016";"03";"ALEMANIA";"85013100";105,06;0,69;1,00;"U"
"2016";"03";"ALEMANIA";"08061079";121625,87;104561,60;87808,00;"KN"
"2016";"03";"ALEMANIA";"84419000";320,40;1,99;1,53;"KN"
"2016";"03";"ALEMANIA";"90229090";44296,04;205,26;157,89;"KN"
"2016";"03";"ALEMANIA";"08132090";182924,20;61452,00;56920,00;"KN"
"2016";"03";"ALEMANIA";"15180000";65280,25;120850,00;120850,00;"KN"
"2016";"03";"ALEMANIA";"07131010";2091,64;2121,00;1951,60;"KN"
"2016";"03";"ALEMANIA";"39269090";299,49;17,00;8,51;"KN"
"2016";"03";"ALEMANIA";"02072710";81179,09;22992,13;21600,00;"KN"
"2016";"03";"ALEMANIA";"02044300";44275,08;6402,00;6050,00;"KN"
"2016";"03";"ALEMANIA";"68159900";105335,91;94514,00;82972,00;"KN"
"2016";"03";"ALEMANIA";"22042131";7339,15;3026,02;1872,00;"LT"
"2016";"03";"ALEMANIA";"22042151";7360,67;2687,74;1633,50;"LT"
"2016";"03";"ALEMANIA";"84122100";21324,56;848,42;34,00;"U"
"2016";"03";"ALEMANIA";"22042164";37564,84;17937,52;10399,50;"LT"
"2016";"03";"ALEMANIA";"84135000";19605,76;695,70;9,00;"U"
"2016";"03";"ALEMANIA";"84812010";6528,44;231,66;178,20;"KN"
"2016";"03";"ALEMANIA";"08134091";46869,61;1416,67;1280,00;"KN"
"2016";"03";"ALEMANIA";"08134031";36617,29;955,29;882,00;"KN"
"2016";"03";"ALEMANIA";"08083010";11200,00;22400,00;21000,00;"KN"
"2016";"03";"ALEMANIA";"90251900";2460,80;6,37;4,00;"U"
"2016";"03";"ALEMANIA";"08023100";99323,00;21100,00;20000,00;"KN"
"2016";"03";"ALEMANIA";"90183990";1212,74;0,74;2,00;"U"
"2016";"03";"ALEMANIA";"22042149";10228,27;3410,20;2115,00;"LT"
"2016";"03";"ALEMANIA";"84831010";1259,33;44,69;3,00;"U"
"2016";"03";"ALEMANIA";"22042148";19453,02;14313,60;9072,00;"LT"
"2016";"03";"ALEMANIA";"22042992";595987,06;695160,00;696000,00;"LT"
"2016";"03";"ALEMANIA";"22042161";723790,73;349203,39;210753,00;"LT"
"2016";"03";"ALEMANIA";"22042163";337573,03;130354,74;74109,00;"LT"
"2016";"03";"ALEMANIA";"84249000";13484,35;70,49;59,95;"KN"
"2016";"03";"ALEMANIA";"85444200";17354,57;168,22;121,99;"KN"
"2016";"03";"ALEMANIA";"22042162";316908,99;206674,37;120582,00;"LT"
"2016";"03";"ALEMANIA";"16055300";311935,96;109615,50;103077,30;"KN"
"2016";"03";"ALEMANIA";"13021910";154841,12;8179,00;7400,00;"KN"
"2016";"03";"ALEMANIA";"08112029";607849,50;189022,00;178500,00;"KN"
"2016";"03";"ALEMANIA";"22042133";2823,11;705,60;360,00;"LT"
"2016";"03";"ALEMANIA";"73102990";1960,00;21600,00;21600,00;"KN"
"2016";"03";"ALEMANIA";"08061049";11248,35;18700,00;15300,00;"KN"
"2016";"03";"ALEMANIA";"84251100";715,87;450,00;4,00;"U"
"2016";"03";"ALEMANIA";"84304990";1927,17;1303,00;2,00;"U"
"2016";"03";"ALEMANIA";"87032491";37698,44;1460,00;1,00;"U"
"2016";"03";"ALEMANIA";"39231010";2261,85;484,00;372,30;"KN"
"2016";"03";"ALEMANIA";"03049959";72127,94;18832,00;17120,00;"KN"
"2016";"03";"ALEMANIA";"42021900";37583,68;105,65;1,00;"U"
"2016";"03";"ALEMANIA";"44123910";143978,28;283145,00;548,57;"MCUB"
"2016";"03";"ALEMANIA";"22042153";152517,82;76972,07;48456,00;"LT"
"2016";"03";"ALEMANIA";"94051090";9469,67;81,00;80,00;"KN"
"2016";"03";"ALEMANIA";"10031000";4411,12;16065,00;16000,00;"KN"
"2016";"03";"ALEMANIA";"26030000";34750721,51;26236540,00;26236540,00;"KN"
"2016";"03";"ALEMANIA";"03049944";485329,87;128286,82;121320,00;"KN"
"2016";"03";"ALEMANIA";"85234990";16,62;0,13;1,00;"U"
"2016";"03";"ALEMANIA";"85442000";976,17;6,40;4,93;"KN"
"2016";"03";"ALEMANIA";"85364990";15,53;0,10;0,07;"KN"
"2016";"03";"ALEMANIA";"84834011";2088,89;13,69;2,00;"U"
"2016";"03";"ALEMANIA";"22042167";24723,75;10528,04;6255,00;"LT"
"2016";"03";"ALEMANIA";"22042142";131701,61;63304,23;36765,00;"LT"
"2016";"03";"ALEMANIA";"02012000";17398,34;1252,00;1165,53;"KN"
"2016";"03";"ALEMANIA";"90309000";8385,00;2,60;2,00;"KN"
"2016";"03";"ALEMANIA";"07108030";28236,00;24244,00;22990,00;"KN"
"2016";"03";"ALEMANIA";"90189080";200603,93;939,22;30,00;"U"
"2016";"03";"ALEMANIA";"85447000";147,16;1,11;0,85;"KN"
"2016";"03";"ALEMANIA";"81129200";230560,06;59,00;50,05;"KN"
"2016";"03";"ANTIGUA Y BBUDA";"22042163";1300,00;910,00;585,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"22042142";1000,00;700,00;450,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"22042148";13623,00;10258,20;6453,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"22042165";1995,00;1330,00;855,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"22042162";5000,00;3500,00;2250,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"22042141";1200,00;840,00;540,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"44123910";27194,22;26640,00;52,51;"MCUB"
"2016";"03";"ANTIGUA Y BBUDA";"22042199";6288,00;3742,80;2376,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"22042167";1365,00;910,00;585,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"22042168";11970,00;8883,00;5670,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"22042170";2520,00;1596,00;1008,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"22042164";1900,00;1330,00;855,00;"LT"
"2016";"03";"ANTIGUA Y BBUDA";"83024100";2921,79;12,00;11,50;"KN"
"2016";"03";"ANTIGUA Y BBUDA";"22042161";7000,00;4900,00;3150,00;"LT"
"2016";"03";"ANTILLAS NEERLANDESA";"22042170";5040,00;2520,00;1512,00;"LT"
"2016";"03";"ANTILLAS NEERLANDESA";"00259900";57424,45;0,00;0,00;"KN"
"2016";"03";"ANTILLAS NEERLANDESA";"08132090";30425,40;11255,05;10582,00;"KN"
"2016";"03";"ANTILLAS NEERLANDESA";"44111400";8029,52;10291,00;7916,15;"KN"
"2016";"03";"ANTILLAS NEERLANDESA";"22042142";27934,55;14534,93;8856,00;"LT"
"2016";"03";"ANTILLAS NEERLANDESA";"22042161";206581,67;66504,51;40986,00;"LT"
"2016";"03";"ANTILLAS NEERLANDESA";"08023290";16200,00;1890,00;1800,00;"KN"
"2016";"03";"ANTILLAS NEERLANDESA";"08062010";3703,50;1708,88;1640,00;"KN"
"2016";"03";"ANTILLAS NEERLANDESA";"22042168";94681,25;25131,67;14436,00;"LT"
"2016";"03";"ANTILLAS NEERLANDESA";"22042148";2079,00;1445,40;891,00;"LT"
"2016";"03";"ANTILLAS NEERLANDESA";"44123910";45862,68;53280,00;105,02;"MCUB"
"2016";"03";"ANTILLAS NEERLANDESA";"22042141";10776,92;6377,07;3942,00;"LT"
"2016";"03";"ANTILLAS NEERLANDESA";"08021210";16524,00;1691,28;1620,00;"KN"
"2016";"03";"ANTILLAS NEERLANDESA";"22042163";4800,00;492,80;243,00;"LT"
"2016";"03";"ANTILLAS NEERLANDESA";"22042162";24674,22;12973,62;7825,50;"LT"
"2016";"03";"ARABIA SAUDITA";"38089299";70554,69;11997,00;11130,55;"KN"
"2016";"03";"ARABIA SAUDITA";"44071012";3903512,44;20783172,00;25595,00;"MCUB"
"2016";"03";"ARABIA SAUDITA";"08061079";14835,20;8819,20;7603,20;"KN"
"2016";"03";"ARABIA SAUDITA";"08061049";37800,00;18000,00;16200,00;"KN"
"2016";"03";"ARABIA SAUDITA";"08081069";34720,00;67200,00;63840,00;"KN"
"2016";"03";"ARABIA SAUDITA";"08111090";47813,00;21728,00;20160,00;"KN"
"2016";"03";"ARABIA SAUDITA";"08081029";6307931,93;8065185,00;7566345,70;"KN"
"2016";"03";"ARABIA SAUDITA";"87042311";60000,00;22000,00;1,00;"U"
"2016";"03";"ARABIA SAUDITA";"08083090";100489,00;119784,00;107990,40;"KN"
"2016";"03";"ARABIA SAUDITA";"08083060";226276,38;197456,00;176120,00;"KN"
"2016";"03";"ARABIA SAUDITA";"08061019";656843,20;363009,20;303853,20;"KN"
"2016";"03";"ARABIA SAUDITA";"08061039";968632,60;716404,00;621996,00;"KN"
"2016";"03";"ARABIA SAUDITA";"08094019";801096,00;687660,50;616973,50;"KN"
"2016";"03";"ARABIA SAUDITA";"08081010";3360,00;7056,00;6720,00;"KN"
"2016";"03";"ARABIA SAUDITA";"84295110";300000,00;100636,00;1,00;"U"
"2016";"03";"ARGELIA";"73181500";65,78;0,20;0,13;"KN"
"2016";"03";"ARGELIA";"84811000";503,84;1,42;1,09;"KN"
"2016";"03";"ARGELIA";"38089299";16650,00;21000,00;20000,00;"KN"
"2016";"03";"ARGELIA";"08023210";122449,00;21000,00;20000,00;"KN"
"2016";"03";"ARGELIA";"73269000";1873,70;5,28;4,06;"KN"
"2016";"03";"ARGELIA";"38089219";52970,00;54650,00;52240,00;"KN"
"2016";"03";"ARGELIA";"85329000";19,15;0,05;0,03;"KN"
"2016";"03";"ARGELIA";"00259900";1136,18;0,00;0,00;"KN"
"2016";"03";"ARGELIA";"73071900";41,50;0,12;0,09;"KN"
"2016";"03";"ARGELIA";"85366900";30,94;0,08;0,06;"KN"
"2016";"03";"ARGENTINA";"76061100";8260,00;1116,00;1000,00;"KN"
"2016";"03";"ARGENTINA";"73261900";6020,37;145,24;125,44;"KN"
"2016";"03";"ARGENTINA";"07129040";5280,00;675,00;600,00;"KN"
"2016";"03";"ARGENTINA";"68052000";57988,41;9372,43;8435,21;"KN"
"2016";"03";"ARGENTINA";"54072000";203240,73;74817,50;73754,00;"KN"
"2016";"03";"ARGENTINA";"44160010";338707,88;29319,50;28856,00;"KN"
"2016";"03";"ARGENTINA";"16055612";29988,00;4735,06;4498,00;"KN"
"2016";"03";"ARGENTINA";"39172100";298271,60;106697,78;106697,78;"KN"
"2016";"03";"ARGENTINA";"16055300";658540,20;274482,50;259746,30;"KN"
"2016";"03";"ARGENTINA";"84509000";433535,72;73589,66;72004,67;"KN"
"2016";"03";"ARGENTINA";"32089090";14169,22;2673,00;2475,00;"KN"
"2016";"03";"ARGENTINA";"84819000";119659,55;1632,28;1233,61;"KN"
"2016";"03";"ARGENTINA";"71069200";5953,25;355,00;325,00;"KN"
"2016";"03";"ARGENTINA";"28080000";108727,99;433580,00;432500,00;"KN"
"2016";"03";"ARGENTINA";"33049920";1056,96;28,66;21,78;"KN"
"2016";"03";"ARGENTINA";"21069090";122937,34;40884,16;39366,16;"KN"
"2016";"03";"ARGENTINA";"21011200";32471,02;12096,00;10752,00;"KN"
"2016";"03";"ARGENTINA";"33049100";1109,96;43,83;33,62;"KN"
"2016";"03";"ARGENTINA";"08021210";508032,30;63584,20;60650,00;"KN"
"2016";"03";"ARGENTINA";"39235090";11809,76;1444,00;1346,00;"KN"
"2016";"03";"ARGENTINA";"03031310";97500,00;21845,26;20000,00;"KN"
"2016";"03";"ARGENTINA";"03048120";310884,50;72437,92;66135,00;"KN"
"2016";"03";"ARGENTINA";"84828000";2458,05;54,00;1,00;"U"
"2016";"03";"ARGENTINA";"73181600";5280,00;966,00;960,00;"KN"
"2016";"03";"ARGENTINA";"87084040";486443,10;6666,00;6666,00;"KN"
"2016";"03";"ARGENTINA";"85166020";113900,00;18816,36;1700,00;"U"
"2016";"03";"ARGENTINA";"18063100";380,52;82,21;79,32;"KN"
"2016";"03";"ARGENTINA";"85169000";2006,40;22,94;20,60;"KN"
"2016";"03";"ARGENTINA";"48042100";387757,90;607771,00;604224,00;"KN"
"2016";"03";"ARGENTINA";"84831020";17046,83;231,00;1,00;"U"
"2016";"03";"ARGENTINA";"30029090";7989,63;48,00;22,00;"KN"
"2016";"03";"ARGENTINA";"39231010";93501,87;19405,58;18289,38;"KN"
"2016";"03";"ARGENTINA";"84314990";575850,47;7957,45;7678,45;"KN"
"2016";"03";"ARGENTINA";"39259000";25723,92;4111,14;3619,89;"KN"
"2016";"03";"ARGENTINA";"84183000";520,93;151,00;3,00;"U"
"2016";"03";"ARGENTINA";"49111090";530,62;29,02;28,17;"KN"
"2016";"03";"ARGENTINA";"45031000";44466,68;684,10;574,90;"KN"
"2016";"03";"ARGENTINA";"39173290";121848,28;9523,00;8951,00;"KN"
"2016";"03";"ARGENTINA";"68118200";204202,92;784486,00;770800,00;"KN"
"2016";"03";"ARGENTINA";"23099090";75990,00;25625,00;25000,00;"KN"
"2016";"03";"ARGENTINA";"84749010";130097,95;28727,00;28531,00;"KN"
"2016";"03";"ARGENTINA";"87082990";40275,00;3335,00;2066,00;"KN"
"2016";"03";"ARGENTINA";"28401100";2711,10;1153,00;1125,00;"KN"
"2016";"03";"ARGENTINA";"83099020";90565,14;6293,85;4888,50;"KN"
"2016";"03";"ARGENTINA";"25070000";2945,46;3090,02;3000,00;"KN"
"2016";"03";"ARGENTINA";"85437090";646,23;1,33;1,00;"U"
"2016";"03";"ARGENTINA";"39232110";490,03;47,09;39,54;"KN"
"2016";"03";"ARGENTINA";"38089119";124544,77;10593,68;8386,80;"KN"
"2016";"03";"ARGENTINA";"70072100";27016,79;9533,00;7344,00;"KN"
"2016";"03";"ARGENTINA";"17011300";62,70;68,46;59,31;"KN"
"2016";"03";"ARGENTINA";"48189000";93,34;7,79;6,75;"KN"
"2016";"03";"ARGENTINA";"70134900";65,84;15,58;13,50;"KN"
"2016";"03";"ARGENTINA";"22042161";7010,50;614,95;441,00;"LT"
"2016";"03";"ARGENTINA";"12099132";13212,40;19,29;6,48;"KN"
"2016";"03";"ARGENTINA";"39211300";52926,66;6356,82;6269,97;"KN"
"2016";"03";"ARGENTINA";"07129050";152500,00;43360,00;41000,00;"KN"
"2016";"03";"ARGENTINA";"38160090";250530,56;361682,00;354510,00;"KN"
"2016";"03";"ARGENTINA";"38160020";18056,17;35854,00;34960,00;"KN"
"2016";"03";"ARGENTINA";"70109010";74980,53;62604,40;55804,40;"KN"
"2016";"03";"ARGENTINA";"82055100";13455,80;2253,00;1972,00;"KN"
"2016";"03";"ARGENTINA";"22090000";481,42;49,48;42,49;"LT"
"2016";"03";"ARGENTINA";"94049020";166,83;61,63;53,39;"KN"
"2016";"03";"ARGENTINA";"49029000";7575,00;4373,20;4245,90;"KN"
"2016";"03";"ARGENTINA";"83024290";319877,83;140904,02;129116,40;"KN"
